pmid,title,year,journal,pubtypes,query_lanes,modules,priority,screening_decision,screening_reason,claim_extraction_candidate,pubmed_url
30092681,Understanding the implications of the biobehavioral basis of nicotine addiction and its impact on the efficacy of treatment.,2018,Expert review of respiratory medicine,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/30092681/
30080715,Neurophysiological biomarkers in amyotrophic lateral sclerosis.,2018,Current opinion in neurology,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/30080715/
30069097,Versatility of Repetitive Transcranial Magnetic Stimulation in the Treatment of Poststroke Dysphagia.,2018,Journal of neurosciences in rural practice,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/30069097/
30065211,Cognitive Impairment and Celiac Disease: Is Transcranial Magnetic Stimulation a Trait d'Union between Gut and Brain?,2018,International journal of molecular sciences,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/30065211/
30064315,Deep brain stimulation for the treatment of disorders of consciousness and cognition in traumatic brain injury patients: a review.,2018,Neurosurgical focus,Journal Article; Review,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/30064315/
30061473,Brain stimulation methods for pain treatment.,2018,General physiology and biophysics,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/30061473/
30057522,Insights Into Auditory Cortex Dynamics From Non-invasive Brain Stimulation.,2018,Frontiers in neuroscience,Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/30057522/
30056814,Patients with depression who self-refer for transcranial magnetic stimulation treatment: exploratory qualitative study.,2018,BJPsych bulletin,Journal Article,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/30056814/
30050569,Noninvasive Brain Stimulations for Unilateral Spatial Neglect after Stroke: A Systematic Review and Meta-Analysis of Randomized and Nonrandomized Controlled Trials.,2018,Neural plasticity,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/30050569/
30041626,Tailored exercise interventions to reduce fatigue in cancer survivors: study protocol of a randomized controlled trial.,2018,BMC cancer,Clinical Trial Protocol; Journal Article,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/30041626/
30038561,Repetitive Transcranial Magnetic Stimulation for Treatment of Autism Spectrum Disorder: A Systematic Review and Meta-Analysis.,2018,Frontiers in integrative neuroscience,Journal Article,guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/30038561/
30031025,Predicting antidepressant response using early changes in cognition: A systematic review.,2018,Behavioural brain research,Journal Article; Systematic Review,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications,patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/30031025/
30023172,Transcranial magnetic stimulation in obsessive-compulsive disorder: A focus on network mechanisms and state dependence.,2018,NeuroImage. Clinical,"Journal Article; Research Support, Non-U.S. Gov't; Review",clinical_depression_protocols; dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications,mechanisms; protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/30023172/
30020591,,2018,,Review,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; patient_faq_adherence; state_factors; technician_workflow; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/30020591/
30014208,Emerging Treatments in Episodic Migraine.,2018,Current pain and headache reports,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications,safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/30014208/
30003857,Diagnostic Biomarkers of Epilepsy.,2018,Current pharmaceutical biotechnology,Journal Article; Review,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; technician_workflow; protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/30003857/
29988759,Transcranial magnetic stimulation in the treatment of obsessive-compulsive disorder: current perspectives.,2018,Neuropsychiatric disease and treatment,Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29988759/
29986411,"Transcranial Magnetic Stimulation in Tourette Syndrome: A Historical Perspective, Its Current Use and the Influence of Comorbidities in Treatment Response.",2018,Brain sciences,Journal Article; Review,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29986411/
29986151,Neuromuscular adaptations to healthy aging.,2018,"Applied physiology, nutrition, and metabolism = Physiologie appliquee, nutrition et metabolisme",Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only,guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29986151/
29950986,Non-invasive Brain Stimulation: Probing Intracortical Circuits and Improving Cognition in the Aging Brain.,2018,Frontiers in aging neuroscience,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications,mechanisms; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29950986/
29946981,Targeted-Plasticity in the Corticospinal Tract After Human Spinal Cord Injury.,2018,Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29946981/
29945899,Modulating Neural Circuits with Transcranial Magnetic Stimulation: Implications for Addiction Treatment Development.,2018,Pharmacological reviews,"Journal Article; Research Support, N.I.H., Extramural; Review",guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29945899/
29944606,The Psychiatric Neuromodulation Unit: Implementation and Management.,2018,The journal of ECT,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29944606/
29940480,"Transcranial magnetic stimulation in hereditary ataxias: Diagnostic utility, pathophysiological insight and treatment.",2018,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,"Journal Article; Research Support, Non-U.S. Gov't; Review",fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29940480/
29938136,Safe exposure distances for transcranial magnetic stimulation based on computer simulations.,2018,PeerJ,Journal Article,guidelines_consensus_reviews; master_tms_not_animal_only; patient_experience_adherence_state; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; patient_faq_adherence; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29938136/
29937712,Cortical Excitability and Interhemispheric Connectivity in Early Relapsing-Remitting Multiple Sclerosis Studied With TMS-EEG.,2018,Frontiers in neuroscience,Journal Article,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29937712/
29927799,Central Visual Oscillopsia: Case Report and Review of the Literature.,2018,Cognitive and behavioral neurology : official journal of the Society for Behavioral and Cognitive Neurology,Case Reports; Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications,mechanisms; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29927799/
29916112,Current Status of Neuromodulatory Therapies for Disorders of Consciousness.,2018,Neuroscience bulletin,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only,guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29916112/
29910746,Brain Stimulation in Alzheimer's Disease.,2018,Frontiers in psychiatry,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; safety_side_effects_sensations,safety_side_effects; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29910746/
29909766,"[Phenomenology, clinical diagnostics and treatment of hallucinations].",2018,Therapeutische Umschau. Revue therapeutique,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; safety_side_effects_sensations,safety_side_effects; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29909766/
29904802,An Update on Repetitive Transcranial Magnetic Stimulation for the Treatment of Co-morbid Pain and Depressive Symptoms.,2018,Current pain and headache reports,Journal Article; Review,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29904802/
29903443,Nuclear medicine of the cerebellum.,2018,Handbook of clinical neurology,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29903443/
29899693,Mechanisms of Transcranial Magnetic Stimulation Treating on Post-stroke Depression.,2018,Frontiers in human neuroscience,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications,mechanisms; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29899693/
29891074,Noninvasive stimulation.,2018,Handbook of clinical neurology,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29891074/
29885862,Efficacy of repetitive transcranial magnetic stimulation for Tourette syndrome: A systematic review and meta-analysis.,2018,Brain stimulation,Journal Article; Meta-Analysis; Systematic Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications,protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29885862/
29885426,Understanding individual variability in symptoms and recovery following mTBI: A role for TMS-EEG?,2018,Neuroscience and biobehavioral reviews,Journal Article; Review,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29885426/
29864789,[Psychotherapy of Depression as Neurobiological Process - Evidence from Neuroimaging].,2018,"Psychotherapie, Psychosomatik, medizinische Psychologie",Journal Article; Review,clinical_depression_protocols; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29864789/
29860185,A systematic review of noninvasive brain stimulation for post-stroke depression.,2018,Journal of affective disorders,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; safety_side_effects_sensations,mechanisms; safety_side_effects; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29860185/
29851883,Assessment and Management of Posttraumatic Stress Disorder.,2018,"Continuum (Minneapolis, Minn.)",Case Reports; Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications,mechanisms; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29851883/
29851882,Conversion Disorder.,2018,"Continuum (Minneapolis, Minn.)",Journal Article; Review,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only,measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29851882/
29849473,Transcranial magnetic stimulation for the treatment of cocaine addiction: evidence to date.,2018,Substance abuse and rehabilitation,Journal Article; Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications,protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29849473/
29803873,Transcranial magnetic stimulation in myoclonus of different aetiologies.,2018,Brain research bulletin,Journal Article; Systematic Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29803873/
29796941,Motor Cortex Stimulation for Deafferentation Pain.,2018,Current pain and headache reports,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29796941/
29779818,Fighting obesity: Non-pharmacological interventions.,2018,Clinical nutrition ESPEN,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications,patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29779818/
29776355,Can deep transcranial magnetic stimulation (DTMS) be used to treat substance use disorders (SUD)? A systematic review.,2018,BMC psychiatry,Journal Article; Systematic Review,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29776355/
29763711,Efficacy and acceptability of non-invasive brain stimulation for the treatment of adult unipolar and bipolar depression: A systematic review and meta-analysis of randomised sham-controlled trials.,2018,Neuroscience and biobehavioral reviews,Journal Article; Meta-Analysis; Systematic Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; patient_experience_adherence_state; psychiatric_indications; technician_equipment_localization,patient_faq_adherence; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29763711/
29758954,The use of transcranial magnetic stimulation to evaluate cortical excitability of lower limb musculature: Challenges and opportunities.,2018,Restorative neurology and neuroscience,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29758954/
29744999,Non-invasive brain stimulation for fine motor improvement after stroke: a meta-analysis.,2018,European journal of neurology,"Journal Article; Meta-Analysis; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Review",guidelines_consensus_reviews; master_tms_not_animal_only,guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29744999/
29736128,Mechanism of Repetitive Transcranial Magnetic Stimulation for Depression.,2018,Shanghai archives of psychiatry,Journal Article; Review,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications,mechanisms; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29736128/
29734235,Effects of Repetitive Transcranial Magnetic Stimulation on Walking and Balance Function after Stroke: A Systematic Review and Meta-Analysis.,2018,American journal of physical medicine & rehabilitation,"Journal Article; Meta-Analysis; Research Support, Non-U.S. Gov't; Systematic Review",fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29734235/
29730846,The Effects of rTMS on Impulsivity in Normal Adults: a Systematic Review and Meta-Analysis.,2018,Neuropsychology review,Journal Article; Meta-Analysis; Systematic Review,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29730846/
29726344,Effectiveness of theta burst versus high-frequency repetitive transcranial magnetic stimulation in patients with depression (THREE-D): a randomised non-inferiority trial.,2018,"Lancet (London, England)","Comparative Study; Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't; Equivalence Trial",clinical_depression_protocols; dosing_protocol_variants; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,mechanisms; safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy,1,include_claim_extraction,curated_anchor_source,True,https://pubmed.ncbi.nlm.nih.gov/29726344/
29725177,Involvement of the Spinal Cord in Mitochondrial Disorders.,2018,Journal of neurosciences in rural practice,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only,guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29725177/
29706876,Changing Brain Networks Through Non-invasive Neuromodulation.,2018,Frontiers in human neuroscience,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29706876/
29704749,Personalized brain network models for assessing structure-function relationships.,2018,Current opinion in neurobiology,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Review",guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29704749/
29701483,On task: Considerations and future directions for studies of corticospinal excitability in exercise neuroscience and related disciplines.,2018,"Applied physiology, nutrition, and metabolism = Physiologie appliquee, nutrition et metabolisme",Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29701483/
29685065,Noninvasive Brain Stimulation: Challenges and Opportunities for a New Clinical Specialty.,2018,The Journal of neuropsychiatry and clinical neurosciences,Journal Article; Review,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29685065/
29682434,Hypomania Risk in Noninvasive Brain Stimulation.,2018,Cureus,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29682434/
29675810,Neurostimulation for Memory Enhancement in Epilepsy.,2018,Current neurology and neuroscience reports,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Review",dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only,protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29675810/
29674089,Biophysical modeling of neural plasticity induced by transcranial magnetic stimulation.,2018,Clinical neurophysiology : official journal of the International Federation of Clinical Neurophysiology,"Journal Article; Research Support, Non-U.S. Gov't; Review",dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29674089/
29670648,Stimulating the Healthy Brain to Investigate Neural Correlates of Motor Preparation: A Systematic Review.,2018,Neural plasticity,"Journal Article; Research Support, Non-U.S. Gov't; Systematic Review",guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29670648/
29664059,Excessive Daytime Sleepiness in Parkinson's Disease: Clinical Implications and Management.,2018,Chinese medical journal,Journal Article; Review,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29664059/
29656311,Consensus Paper: Neurophysiological Assessments of Ataxias in Daily Practice.,2018,"Cerebellum (London, England)",Journal Article; Review; Consensus Statement,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; measurement_expansion; guidelines_reviews,2,include_claim_extraction,review_guideline_consensus_or_meta_analysis,True,https://pubmed.ncbi.nlm.nih.gov/29656311/
